project_key,project_code,project_name,project_start_date,project_end_date,type_of_project,project_status,reporter_employee_id,approver_employee_id,client_id,tech_coe,proposition_coe,is_active_version,date_source,extended_end_date,extended_end_status,cluster_number
555add2d673be6ac8c83ce8caa839d1b9c5a780f4593615167e227b14c9bc8c6,ILT_001,Baird GIB - Project LUMINA - Exit Refresh (JT / KW / LG ) ,2025-10-22,2025-11-21,Client Project,COMPLETE,JMG150,JMD31,A4904BBF-71F0-422E-94C6-9B1486D18047,Data Engineering;BI and Reporting,Exit Support,1,given,,,1.0
91f04e98e84cd31055cdc7ecc1b4a9e3ebfad76e132847a611284e056efed0bc,NXN_005,Pricoa - Nixon Hire - Exit Prep Workstream,2026-01-12,2026-07-06,Client Project,COMPLETE,JMG315,JMD232,AF91FB14-CB0C-4238-9EBA-4AA4814BD089,BI and Reporting,Exit Support,1,given,2026-07-17,,2.0
4e7202010edbfc8e94dcb80072a9f01e60e595e171502bd77eb3965ff917d1db,GNT_006,Baird - Gen II - Data Analyst Secondment (TC / AW / KW),2025-07-28,2025-08-17,Client Project,COMPLETE,JMG150,JMG190,369E080B-7B46-47FB-BFD0-FE822EB363A7,Data Engineering;BI and Reporting,Core Reporting,1,given,,,3.0
9283dfd27084302a079b2752f617b0dbe40772098a50bde3632688441dc672ed,STR_004,Baird Capital - STR - DWH Ongoing Maintenance (CF/VK/LD),2024-01-02,2024-12-31,Managed Services,COMPLETE,JMG159,JMD227,13D12A91-709D-430B-A3E9-8C9DE0161526,Data Engineering,Managed Services,1,given,,,2.0
bcfe758334df4d5dd7fa8f0f211eb1b5cfea333a56c2ae7a8a7bf573bcc7e579,LGC_004,Standards & Genomics Architecture,2021-01-27,2021-03-11,Client Project,COMPLETE,JML-005,JML-005,AF08DE99-873B-4EF4-8D4A-50CFCEF39CBA,,,1,given,,,
1cc6169a8f3d178fb1a016841d0676addf2dedcbbce8ecd8d51187b9ac099964,CNC_013,Cinch,2022-06-01,2022-06-30,Client Project,COMPLETE,JMD160,JMD93,E6ED099A-E034-473D-A237-92B0C8A6EADF,,,1,given,,,4.0
8ec6ac3ffc60e33c8a87f4361c7b685aa9c6089b40e766e1a751da30e4106ec2,WGN_001,Perwyn - WGNSTAR - Board Report MI Uplift (TW/SP),2024-01-08,2024-03-29,Client Project,COMPLETE,JMG149,JMD42,15AC0768-166E-4959-9493-A8B3B2E629FD,,Core Reporting,1,given,,,1.0
d7bc948ab30a8edba076965e86203517cf6f8427b6e29d0df6386c08a2758b22,WVN_007,Macquarie - Wavenet - Data Cube Follow On,2024-07-29,2024-08-05,Client Project,COMPLETE,JMG51,JMD141,1F95B689-B6AC-4A18-8C04-3D0D26213AA8,Analytical Engineering,Core Reporting,1,given,,,3.0
09e71d5be6842df3fd3fa153d616a58ae7bd78102561111387524351819670f0,THN_001,Intrinsic baseline growth ,2023-09-01,2023-09-08,Client Project,COMPLETE,JMG72,JMG72,072BB949-5437-43C5-9578-4F9109B90788,,Core Reporting,1,given,,,3.0
3c90277652917dd58597ddef0057aa2de4dfd6d25e1d56963930bf72ac6a4552,PNH_005,Kartesia DE - PlanetHome - Broker Cohort Analysis Dashboard - Development and Build,2025-01-27,2025-03-02,Client Project,COMPLETE,JMG217,JMD140,41547C3F-28A6-4E22-8EBD-A014D1DA28E5,Consulting;Data Engineering,Value Creation,1,given,,,1.0
ae254b8fcf778119999669d0cb91719e818459c87ed949236fa6807b8037447e,FIR_007,FireTree EM 2022 Q2,2022-04-01,2022-06-30,Client Project,COMPLETE,JMD160,JMD59,A13DC602-1FC1-4D39-B2AF-D0F1E4D8767C,,,1,given,,,2.0
803e0f618173c8a8f47b4a1bec441b1cbd010d2f003d7c992b404fd600c6e462,BDC_002,Baird Capital - Internal Reporting - Managed Service (FS/SR),2024-06-09,2026-08-31,Managed Services,ACTIVE,JMG86,JMD243,DFFA3EF0-FCD2-49CA-A6AD-D632D1E7CF21,Analytical Engineering,Managed Services,1,given,2026-07-31,,2.0
3cd3cb6b3303699c6f64faecbb339fc05d52607826e5ac66093f60f96a53cc5e,MSG_017,Perwyn - Miss Group Maintenance (NM/SP) (Jan),2023-12-31,2026-08-31,Managed Services,COMPLETE,JMG87,JMD243,2D143C29-D66C-4CD2-BB0D-1800CC18F116,Data Engineering,Managed Services,1,given,2026-08-31,,1.0
773a5b49b28be4a6e15c86454ed06f8e247c564e685054afd6fb6133d57da992,HGC_043,Deal Origination Tool - Maintenance,2021-02-01,2022-12-30,Client Project,COMPLETE,JMG22,JMD41,EE649EF4-C803-4F9C-A7AA-110D5BBB256E,,,1,given,,,1.0
64facaa0d237680b0e5c42ee97d6b145f1e18cf1819a4500c83b17fc8128f61c,JMG_043,Sales- Project Wheelhouse- value not volume on materials,2022-03-14,2022-06-10,Internal Project,COMPLETE,JMG42,JMD3,EDB6A9A7-5102-45E7-9BE3-A7F958716C2F,,,1,given,,,
fb4383bbd0de1ebd49a49229eb5bf3bbafb80c6c0131fc1bd4b170b5dd94ca42,BFT_002,Beaufort Simfoni Automation & Singapore Integration D&D,2026-07-20,2026-08-12,Client Project,COMPLETE,JMG408,JMD189,E07E4852-1D58-4B72-8032-A77B573135CD,Data Engineering;TechOps and Automation,Managed Service,1,given,,,3.0
1b14a23ad2fed2118f238229f9df3170775de9336d38e5aa0afa2deb29d6dedf,PHN_003,Oakley Cap - Phenna - Customer Reporting Enhancements (JT / TB / AB / SL),2026-05-11,2026-08-31,Client Project,ACTIVE,JMG98,JMD132,292F23F2-DBB2-4181-B2D7-57D6C405416E,Data Engineering;BI and Reporting,Core Reporting,1,given,,,1.0
88906d29e58de96494b1f28969f966faad6fa995dc9acadff28b3b46f5d51b29,WVN_002,Macquarie - Wavenet - Data Cube Support - Phase 1 (MS/MC),2023-11-13,2024-02-02,Client Project,COMPLETE,JMG51,JMD77,1F95B689-B6AC-4A18-8C04-3D0D26213AA8,,Core Reporting,1,given,,,3.0
25936e23d2f6160ca65535bbf6e1f6661ca9249367271055a0b57708b52da673,BAU_017,JMAN Group Vision & 3 Year Strategy,2020-10-01,2023-12-31,BAU Activity,COMPLETE,JMG29,JMD42,EDB6A9A7-5102-45E7-9BE3-A7F958716C2F,,,1,given,,,
3ea49d9b2eea6a435dca49a52c89b182d12cd13721d3a7742225b7682c730332,CIT_004,Project Alter - Cross-Sell Analysis,2021-11-15,2021-11-26,Client Project,COMPLETE,JML-034,JML-034,766C0C98-E15A-4D17-ACD0-01447E03F822,,,1,given,,,1.0
50d99f8825d2b2dbfed54a8dd210485140f315b104f4fa1d649762dfeaa18648,THO_006,"THORtal Upgrades, 2019",2019-04-24,2019-11-30,Client Project,COMPLETE,JMD97,JMD97,C396D527-0F25-41D6-87CC-015440EAD08C,,,1,given,,,2.0
69923636645fed70867f82b5ecf97f6fccf1e2fdf9492d88db275c7164485880,URB_006,Guna Intl - Urban SDK - QA Phase 6 (AD/YS/AG),2023-10-01,2023-12-31,Client Project,COMPLETE,JMD16,JMD16,537AE83E-2265-47B9-80F8-98900B13B716,,Managed Services,1,given,,,2.0
984dd66886bfeab3328d8854b85bd66437dd5cdebdb6f258253c79c19b5979c1,null_001,Project Falcon,2025-04-07,2025-04-25,Client Project,COMPLETE,JMG24,JMG69,3E14E5F9-63A9-4DDC-94CD-0333C9AE3539,BI and Reporting,Exit Support,1,given,,,4.0
95e56ec4991e3627edd93f53e46b29fa5d9b4dc0871e2d480bdb71a963692582,JMG_028,Scheduler,2020-04-20,2020-07-15,Internal Project,COMPLETE,JMD97,JMD97,EDB6A9A7-5102-45E7-9BE3-A7F958716C2F,,,1,given,,,
d090bad9209acac0412977144bbcefc8d4af467e5d4fa3b0f23dcba925885c51,NRS_001,Graphite - NRS Healthcare - DW Build [Discovery Phase] (FS/PG/JCG/SP),2024-02-26,2024-03-15,Client Project,COMPLETE,JMG122,JMD3,374F080F-3EFB-4648-9921-15C411BAB420,Data Engineering,Core Reporting,1,given,,,2.0
59ca34df32a209a245c535dea612a2981aea528a852d6df435c02df8bd1065bd,PSC_010,PSC NHSX Business Case Support,2021-06-06,2021-07-23,Client Project,COMPLETE,JMG15,JMG15,88B6B8E6-EF36-4337-80D6-8986EB36FAC7,,,1,given,,,2.0
7bad8465b4ca59a32be1cf87a5bfea7fb305d708f8a5de0e30cbcac6c0e4806b,WVN_009,Macquarie - DCS (Wavenet) May25 Refresh,2025-04-28,2025-05-16,Client Project,COMPLETE,JMG51,JMD93,1F95B689-B6AC-4A18-8C04-3D0D26213AA8,BI and Reporting,Exit Support,1,given,,,3.0
81c3c88e78217e3c4dd80dd52ed3cd4ff21c3c4aa4dc956ad965b5c74cd9731c,HGC_017,Project Rapid Data,2021-09-06,2021-09-24,Client Project,COMPLETE,JMG22,JMG22,EE649EF4-C803-4F9C-A7AA-110D5BBB256E,,,1,given,,,1.0
7352205020983f7cbf3fc9fe945906bdeb9bd16aa722951604fbad4b5dc36047,JMG_124,Sustainability- Roll out the client and supplier sustainability assessment,2022-07-05,2022-08-12,Internal Project,COMPLETE,JMG29,JMG29,EDB6A9A7-5102-45E7-9BE3-A7F958716C2F,,,1,given,,,
499375b5fa79254e366896502b3c69417cbdc09ee904994743223279a3edc00b,INV_001,Invest Industrial - CDD - Whitespace,2024-07-08,2024-07-22,Client Project,COMPLETE,JMG81,JMD5,C01F216B-EE26-4DBF-A1E8-663A8AAF601C,Data Science;Data Engineering;Analytical Engineering,PE Services,1,given,,,1.0
241bbf41de5414ca9087c12fe3bc93db2ba24d8e71ba43a41a4dc49e61d4afda,WHA_003,TPG - WHK - Ad-hoc Platform Augmentation - New Source System,2026-02-09,2026-02-23,Client Project,DEAL WON,JMG128,JMD173,240EC723-FF20-4267-86C3-3F74B8E898DC,Full Stack Engineering,Core Reporting,1,given,,,4.0
dc84f4686e487474090c04ebdb340df708f5b02e6bb4b8237b5087fb3e491097,HGC_023,Project Lighthouse,2021-11-05,2021-11-11,Client Project,COMPLETE,JMG22,JMG22,EE649EF4-C803-4F9C-A7AA-110D5BBB256E,,,1,given,,,1.0
3a4bd1c4e03216afaca8bf32f17c1637ee40f786fba4aa46dfbf0744983ca82c,JAG_003,Jaggaer Revenue Reporting,2021-01-18,2021-03-22,Client Project,COMPLETE,JMG22,JMG22,AC01872E-7DDC-4613-9962-C52DCBECDDF6,,,1,given,,,3.0
8a02c6dfcd4f65e4bfbf7f12c5f46c0f4f3fdc3de90208b2d5e628ae0c766e0c,ABC_001,Livingbridge - Absolute Collagen - Operational & Exit Reporting Phase 1 (EA/YM),2024-09-08,2024-12-14,Client Project,COMPLETE,JMG219,JMD123,111EC543-4112-468E-9E4D-899A968CB5B0,Consulting,Core Reporting,1,given,,,2.0
c54329bae4a1fb6493722d15bf68bdd1ebea258786471094670e0da4dfa12bd0,ASR_001,Oakley Capital - ADP - ARR Bridge Feasibility Assessment (JT / AB / LG / KW),2025-03-17,2025-04-04,Client Project,COMPLETE,JMG29,JMD42,8F38CF10-650F-4420-89C2-00AEC961BE58,BI and Reporting;Consulting;Data Engineering,Core Reporting,1,given,,,1.0
aee181c1641f004d19345de75a59ae4f4b363ff48f1354003d441f36ec5ed7d6,RTC_003,H2E - RAM Tracking - MI Reporting Extension (JC/JT/VK),2023-11-22,2023-12-18,Client Project,COMPLETE,JMG188,JMD148,4EE29C6C-E77E-4B0A-A014-5EE360F71D29,,Exit Support,1,given,,,1.0
7074942e9cd992c5b80285a0b78e5a26d2717dc321b80e2585d35b23d9167ff0,NLD_002,Nalanda - Once For All - KNIME Refresh (BL/PG),2025-07-07,2025-09-19,Client Project,COMPLETE,JMG82,JMG82,2DBC8C19-DC8C-4A95-A4B9-090DF0148CD3,BI and Reporting,Core Reporting,1,given,,,1.0
0ece1a4e1754a1ab3b54df60006b2508a2c76f226788cd5c488fb2de95ab8083,CNC_001,Cinch,2019-11-01,2021-01-01,Client Project,COMPLETE,JMD74,,E6ED099A-E034-473D-A237-92B0C8A6EADF,,,1,given,,,4.0
b7048d30f45262c1ae9ad309b56245830e769f4bf4085b6798b84d920c0be0fe,GLG_003,TCP ITT Phase 1,2018-12-01,2019-04-04,Client Project,COMPLETE,JMG15,,E5D86489-B7DA-46C0-AF7D-34143CA229A2,,,1,given,,,
be50826b4cfcd6d7a7e589082ed0df12cf9de2ee622371924bcd5ea0bfc85ceb,AGL_003,August - Agilio - Snowball refresh (JT/TB),2023-04-24,2023-07-14,Client Project,COMPLETE,JMG69,JMD20,9CDD31D9-6DA8-41AF-AF91-B0F3B5B05AD3,,,1,given,,,1.0
25eff5a3b137aae42b2ec05f4ec8633b62cfded332f28f5b158c960db26869f1,AND_001,Andwis - Design & Discovery,2025-11-10,2025-12-07,Client Project,COMPLETE,JMG222,JMD94,7CE95475-03A9-4164-AF73-DE5D18D5FB39,Data Engineering,Core Reporting,1,given,,,3.0
a730602984ca4c787d9b5934871e2c1eb44a4d4e3d7b2875cb558926d468c67c,BGR_004,Sovereign - Bioscript - Margin & Pricing Cube Build (JC),2025-12-08,2026-02-27,Client Project,COMPLETE,JMG51,JMD180,8D25DB9D-4BDA-4E96-9C6C-79E913444673,Data Engineering;BI and Reporting,Core Reporting,1,given,2026-03-20,,2.0
df20d0787033890c81e426b73e29e351755bd9f97bf54ff5637c4cd80c9c55d1,JMG_160,JDW_Phase 2,2023-01-09,2023-03-31,Internal Project,COMPLETE,JMG105,JMD8,3A4B9733-496E-4579-9FCB-892E2A96B228,,,1,given,,,
fef030b6ef13e0648035349fe159f2f63cd00845ed509dc702da0d7b4de3f103,GCC_002,Project Belmont,2023-03-05,2023-03-31,Client Project,COMPLETE,JMG31,JMG31,E7B0400F-CBCC-4BE8-9573-F811A6B47A40,,,1,given,,,3.0
a9577140d4f52f683c607af81f85eba22ea0c566ed9ab9d24ebfbe60332c9ad5,HGC_025,Project Mercury,2021-12-02,2021-12-10,Client Project,COMPLETE,JMG53,JMG53,EE649EF4-C803-4F9C-A7AA-110D5BBB256E,,,1,given,,,1.0
6fad1ac6bde39d2cebaa266ce7067d254718324f481d7eadc7ff218cba998685,AAH_003,Aurelius - AAH - Gx Market Price Analytics,2025-05-06,2025-05-16,Client Project,COMPLETE,JMG302,JMG302,7E945F5F-92AE-4116-AB85-7753C8B65051,Data Science & ML,Value Creation,1,given,,,1.0
db4c34d82cd3a6b807f4ac2ca020d11e05fc6c985d5e60eddca410624de428ce,CNS_001,Triton - Colonis - NPD Research GenAI - PoC phase,2024-10-21,2024-12-15,Client Project,COMPLETE,JMG81,JMD166,A896F071-15E9-41EC-96FF-DF87FA70D19A,Gen AI,Value Creation,1,given,,,4.0
22354c7e0140dab0efb859ac95a96140e3b033e3e461b843aea6dd2bbc7ee9bc,JMG_095,Sustainability- Client and supplier sustainability assessment,2022-05-02,2022-06-24,Internal Project,COMPLETE,JMG29,JMG29,EDB6A9A7-5102-45E7-9BE3-A7F958716C2F,,,1,given,,,
273ce460802146b550dbb0738223fb9b3765ee4dffa5e63af463cfee2626f2a4,JMG_139,Global training inventory and expectations,2022-09-12,2022-12-23,Internal Project,COMPLETE,JMG15,JMG15,EDB6A9A7-5102-45E7-9BE3-A7F958716C2F,,,1,given,,,
3a7a1feb06890604f69b406bb35488d729186e94a33135251af8ced749a41376,OCP_006,Oakley Capital - ESG Reporting Implementation (AB / JT / SG),2026-01-05,2026-03-16,Client Project,COMPLETE,JMG98,JMD258,F96160CB-9CAA-455A-8B20-E2E563CCF353,Data Engineering;BI and Reporting,Core Reporting,1,given,2026-04-17,,1.0
2d99223e71536cc43f17816b764cc008b359aecc2adfd1042b7a2f45a9d2e993,KSY_006,Insight - Kaseya - Data Products Team 2 (Customer Tool),2026-04-20,2026-08-03,Client Project,ACTIVE,JMG86,JMD260,2B0A8598-3C73-4209-A636-E544FFBCF854,Data Engineering;BI and Reporting,Core Reporting,1,given,2026-12-25,,3.0
f029a367610f9b78340ed503637889ce645135bd5d51d6d248a2876e0da19844,HGC_053,Hg - DD bench (JT / NM),2023-06-12,2023-07-14,Client Project,COMPLETE,JMG69,JMG69,EE649EF4-C803-4F9C-A7AA-110D5BBB256E,,Core Reporting,1,given,,,1.0
5e6791e6c797e03dcabdc15b487508bb6a5be6efad4c56dcde04559880081746,GFP_004,Knox Lane - Guardian - API Data Ingestion,2025-02-14,2025-03-13,Client Project,COMPLETE,JMG181,JMD173,18BEADF3-4092-4A91-B73F-154A649BC563,BI and Reporting;Data Engineering,Core Reporting,1,given,,,3.0
8479c97b2ef0a57d84a8b0965d482e0670852251ec0062d21ccb4ac8f1f62bd8,WHG_003,Oakley Capital - WHG - Reporting Refresh (JT / AB / NK),2024-08-19,2024-09-30,Managed Services,COMPLETE,JMG98,JMD100,6954D968-FE23-47F6-92F3-F78E4F726760,Analytical Engineering,Core Reporting,1,given,,,1.0
65d8411b88758a484edb89f0e124e5e5e88ec44397496807b056eeead0c7b5a1,AZE_007,BR Financial Analyst Support,2021-02-10,2021-04-09,Client Project,COMPLETE,JMG24,JMG24,6619B410-1D13-498C-8A15-5FBE0E8987D1,,,1,given,,,4.0
a4b862d53c03d4dcb48c3ffcb615404f7140186c6230358439cb57f95eacdcb8,THO_001,Copy of Thortal extension(1),2020-04-29,2021-02-28,Client Project,COMPLETE,JMG42,JMG42,C396D527-0F25-41D6-87CC-015440EAD08C,,,1,given,,,2.0
6da183205d09a7ab975a1c20063fb8d49ed3c61f4da79aa3ece02cd47c804f6b,G3C_002,Oakley Capital - G3 - Platform & Customer Reporting Build,2026-05-18,2026-07-20,Client Project,COMPLETE,JMG149,JMD106,265E5F12-DFBE-431F-A795-9A29AD5BEB6B,BI and Reporting,Core Reporting,1,given,2026-08-02,,1.0
a2b2cf5120b6adb521d38b27e7f72fd6c88dbadbc13fdd96189ba9108da967d6,WDC_001,WC Pricing Analysis,2020-02-03,2020-08-31,Client Project,COMPLETE,JMG24,JMG24,BA9A80E3-DFA1-45D1-8440-5955274FEA1A,,,1,given,,,1.0
af892015f681e8aaa3cdec9e30bcb04c788176946f0afc1ee0e0ab03d5e58abc,WDC_006,Customer Insight & Experience Reporting,2021-06-24,2021-09-01,Client Project,COMPLETE,JML-034,JML-034,BA9A80E3-DFA1-45D1-8440-5955274FEA1A,,,1,given,,,1.0
12b124fa09a867c480575c55a90299c69ef260533e1a6316ce63c47d9417bdb2,SUT_002,Sovereign - Summit Group - Phase 2 Exit Reporting,2025-10-20,2026-01-23,Client Project,COMPLETE,JMG85,JMD16,84863A4A-819E-402E-B766-57D56D0E1BED,Data Engineering;TechOps and Automation;BI and Reporting,Exit Support,1,given,2026-02-13,,2.0
56db2d8e1e6337a99a99c40c6c8533c9ba5b98ac337ab8f725c304623edb0a5a,PFC_001,TPG - Project Goose - Design & Discovery,2025-12-11,2026-01-16,Client Project,COMPLETE,JMG344,JMD16,7FB009B2-3925-49CE-91CB-1F18FA20663D,BI and Reporting,Due Diligence,1,given,2026-04-24,,4.0
857c57483c640915990b434d56d320fa29fdbea872cf4beec3ccf7488a459426,VPS_004,PAI - VPS - SLM Cube refresh,2024-10-10,2024-10-11,Client Project,COMPLETE,JMG90,JMG90,4DDC6D71-D260-4489-9659-30FB4A52DBAA,BI and Reporting,Core Reporting,1,given,,,2.0
ce09a27cb3f35a85127d6ff9b53a3e67c60418d1feff3fc0d212295c3ac904ba,ONE_005,Hostnet CPA Dashboard,2021-06-14,2021-07-16,Client Project,COMPLETE,JMG31,JMD41,AC87B31A-212B-44B6-BA73-6677A4222D6E,,,1,given,,,2.0
5442f2687160321f6fbe7ffae46d37e58a0612c9cfa351af51c4da6f762425f9,RLD_004,FAPI - RLDatix ARR Bridge Reconciliation Extension (MS/CF),2023-02-22,2023-04-28,Client Project,COMPLETE,JMG44,JMG44,6FA65EF2-FAFC-432E-ADF3-4E4090AE887D,,,1,given,,,1.0
acbd5ae8540336bcc6145894f1ad303cad629a04aa4348960cf6321cb50eaddb,SAB_001,CVC Credit - Sabio - Exit Cube Design and Discovery,2026-03-23,2026-04-20,Client Project,COMPLETE,JMG364,JMD130,6D93E8C8-EEA2-4C6B-BC0D-A07F680BD4B6,Data Engineering,Exit Support,1,given,,,2.0
c540a30896a7b3c07830d6d92655429688a85fcfe0b4063e234ed4185b5ee08a,CIT_006,Hg - Citation - Engineering Support (CD/SI/NM),2023-08-14,2023-12-08,Client Project,COMPLETE,JMD3,JMD181,766C0C98-E15A-4D17-ACD0-01447E03F822,,Core Reporting,1,given,,,1.0
a649d631c6f5ac323f6ac2f6d8e55b720f51a6afe4b6301b4097f0ebb1e5785f,TBP_002,The Barton Partnership - MI assessment,2019-03-04,2019-03-22,Client Project,COMPLETE,JMG29,JMG29,2FBD753A-06DB-49B2-9225-114B4B163FC3,,,1,given,,,
4469a14d37dbc7ff0509b9501b3d774b9c76051f7a6b40aa80a037ebf71837ce,JMG_136,GDPR Readiness,2022-09-12,2022-12-02,Internal Project,COMPLETE,JMG76,JMG76,EDB6A9A7-5102-45E7-9BE3-A7F958716C2F,,,1,given,,,
824ef525e09e482ab2abdc721633d894031e6b032ae9a866aa72a36f058f5297,DXT_001,Oakley Cap - Dexters - Design & Discovery (Lettings Income & Portfolio) (AB / JT),2026-01-05,2026-02-16,Client Project,COMPLETE,JMG98,JMD31,9C437241-FABB-43DD-995E-C704F6348A30,BI and Reporting,Core Reporting,1,given,,,1.0
76424eb2ec5cf6e0a52fa7aaebbc7711d7ace92df1bd829533574f80c475c1da,CIP_006,Insight - CivicPlus - Pre-sold Methodology Update,2025-09-15,2025-09-28,Client Project,COMPLETE,JMG107,JMD272,951EF888-BA80-447A-8646-69007C340272,Data Engineering,Core Reporting,1,given,,,3.0
2eab4e7c5c5c793a5a55d009190038d3bf3c9552e47b5714e1179e305b948ed0,SLC_003,DnB Customer Contact Information Scraping,2021-09-27,2021-10-11,Client Project,COMPLETE,JMD3,JMD3,FD167415-3377-4EC5-A564-654340D84674,,,1,given,,,3.0
84920fd519d6337d44e376c5445c01ea30a9f4b58b37c7c6ed95505e9bd11e10,HGC_061,Hg Capital - DD with Alexi,2023-11-01,2023-11-03,Client Project,COMPLETE,JMG53,JMG53,EE649EF4-C803-4F9C-A7AA-110D5BBB256E,,Due Diligence,1,given,,,1.0
726a4a9196d96929ddde0781558b3ec2c8c5eddcc511055ac1dbfb8e3a199986,CSD_007,FPF - Clearstead - Consulting Support,2025-11-01,2026-01-31,Client Project,COMPLETE,JMG59,JMD8,A7055242-6D88-4386-A79A-740298F495CE,BI and Reporting,Core Reporting,1,given,,,3.0
cb81c5887e2c0a35708ce79f9be34e11de46673657ee708ec7e02b951b333b46,ACC_002,Accell GTM (T/E-bikes),2023-05-02,2023-07-14,Client Project,COMPLETE,JMG52,JMD87,317E73D8-DE50-4B1A-BFDE-0C5E5F21F992,,,1,given,,,1.0
56dadba61b4a43519bd75b2d0709b0c980cab975f49cc5d9f51cde6ba0ad0128,BAU_018,Operations,2020-01-01,2020-12-31,BAU Activity,COMPLETE,JMD21,,EDB6A9A7-5102-45E7-9BE3-A7F958716C2F,,,1,given,,,
2b08f73b945d278c5df2377c5a43fa1b97c593c966b4879f4bc817b72c37ff08,MTH_005,OTPP - Mitratech - Retention Foundation Analysis,2026-08-17,2026-09-14,Client Project,DEAL WON,JMG73,JMD141,C52D2B20-2EF0-4D4B-A786-FD5FEC282EE8,Data Science & ML,Value Creation,1,given,,,3.0
e7efbd6d0ca84847dbd039cdf1b21a8f62f594b7cde9e5dd30b58fcc49b7e2a3,MTS_001,Cost Allocation,2023-01-03,2023-02-25,Client Project,COMPLETE,JMG59,JMG24,2C9B69AB-0431-41D9-B765-B60AFF4A538A,,,1,given,,,2.0
d274b34051be4a9b82045c87e5fc0f873fff7b7fee4c8bac01a6d13761074215,AMC_001,A2Mac1 - Clustering Analysis,2020-02-12,2020-03-31,Client Project,COMPLETE,JML56,JML56,68DFFDEA-2C09-454C-BF89-406843DE5C82,,Managed Services,1,given,,,2.0
75a25341f557b9e22b5afe37bde77ea28666f9d1e0c879422cfd12e108c0254e,LSE_001,In-Source People Analytics,2021-03-22,2022-07-31,Client Project,COMPLETE,JMG42,JMG42,31522699-7FAB-45EC-A1E9-0FFD76C2243F,,,1,given,,,2.0
4ba6292a2e58e37f808a9e56f7473ce595eebb9d477e884854dd5f19e810ee3f,NAS_002,Mayfair - Nasstar - cost & revenue matching phase 2 (JT / MH),2023-04-17,2023-06-09,Client Project,COMPLETE,JMG56,JMG56,98F3AE2A-19F9-47C8-9893-18EEF20B94BB,,,1,given,,,1.0
ae8f3dd934b7b12cda96c1f415704158bb361bc468295eed2218cb1d07f79fd1,IGN_001,Data Strategy,2022-06-26,2022-07-31,Client Project,COMPLETE,JMG52,JMG52,2627D3C4-43D0-4A0F-80ED-37472149D96A,,,1,given,,,1.0
3a6f3ec0a6932aa906fef88954b9ae31c0d0558fb9fa8c4b9ac83123e3e42875,ONE_009,group.one - Corporate Dev / M&A Support,2024-10-14,2024-10-27,Client Project,COMPLETE,JMG81,JMD141,AC87B31A-212B-44B6-BA73-6677A4222D6E,Data Science & ML,Due Diligence,1,given,,,2.0
c69ee8fa888958e411f53b1d18e16d58e851fc0dd340b0468ff85e65f7d92f77,DSN_011,Frontenac - DSN - Sales and Pipeline Reporting Build,2026-08-17,2026-10-12,Client Project,PROPOSE,JMG159,JMD136,80BAADB4-F045-41A2-A04D-B1131019757B,Data Engineering,Core Reporting,1,given,,,3.0
301a6cacc9090bb3213c317643c95b7b8a3e1e117f03a3762afc7b4ded04e13f,HGC_057,Hg - DD request (JT / NM),2023-09-18,2023-09-22,Client Project,COMPLETE,JMG53,JMD116,EE649EF4-C803-4F9C-A7AA-110D5BBB256E,,,1,given,,,1.0
c61da3f2e9a4f9119c3ea63158786165213dccdca072f0ffae32db8dd8773b74,DNS_012,IK Partners - Dains - Phase 6 - Barnes Roffe Integration,2026-01-05,2026-02-16,Client Project,COMPLETE,JMG97,JMD195,5553337B-330A-4E7B-AAB2-97AF6889EF91,Data Engineering;BI and Reporting,Core Reporting,1,given,,,4.0
4ba2529696c0429526c1752ee334bba14e7991351064106e6d9fe7b8de9b2717,CHF_002,Horizon - Churches Fire - Phase 2 Customer Tool Build,2025-09-01,2025-11-14,Client Project,COMPLETE,JMG97,JMD27,A00DFE0F-BF08-46E5-A27E-3104A16D21B5,BI and Reporting,Core Reporting,1,given,,,4.0
12dd75bcfddae3596c1dcc738b55d6eaa24a7bd3f1437e1e46514460bc4fd362,FWS_002,Insight - Fleetworthy - Cross-sell Tool - Design & Discovery & Salesforce Hypercare,2025-06-27,2025-10-10,Client Project,COMPLETE,JMG114,JMD116,66BAB079-6D92-42AF-A3FB-B63AA3AB15C3,Consulting,Core Reporting,1,given,2025-12-12,,3.0
846bc90b3acc134878326bb3d86929c5851f3719ebb7fceb2f1adc51fab9ed6e,FRG_004,Frasers Group - DTaaS - [Ext],2025-02-11,2025-05-31,Client Project,COMPLETE,JMD81,JMD130,D94A0075-BF8F-4217-AA78-69F5ACD0FB03,Data Engineering,Core Reporting,1,given,,,1.0
3427e55046fda701e2703face551b810f9cef90d2f32b5491cd2c39d0d83d3ca,GRV_001,Tenzing - Gravita - Core Reporting and M&A analytics,2024-11-25,2025-02-02,Client Project,DEAL LOST,JMG188,JMG188,7DB6AA0A-5890-4B50-8B57-5A2D44732981,Data Engineering,Core Reporting,1,given,,,2.0
b316d2aa21baa0205e125655a2d41fb4bb54729667e372dad55d14655ed42c50,IWW_004,E2V Teledyne Global Talent Programme,2022-05-01,2022-05-13,Client Project,COMPLETE,JMG52,JMG52,B1FA27FE-0082-4C23-AAB9-FF0D8639D869,,,1,given,,,
