wsr_key,wsr_id,project_id_masked,scope_status,schedule_status,quality_status,csat_status,team_status,week_start_date,week_end_date
a71acdca46a2ebd0aad1993d80b2a921eacec0bfffd1c8270397e158f3c1ddd9,431CEB30-E505-4EC6-9F76-B999E7691741,CLIENT_19_003,GREEN,GREEN,GREEN,GREEN,GREEN,2025-07-25,2025-07-31
dc3cb0219b9116f3afc26d59cd18d91d211ab7c79f902537b0f2c6d041a101e2,433CAC8E-436C-479C-88A9-053CF5C3FEE2,CLIENT_48_004,AMBER,AMBER,GREEN,AMBER,GREEN,2024-03-13,2024-03-19
028c002db7b669e6f1e39e991000409b07596e4db2b69bfacb4382195fd25619,434E9D69-A6D1-4949-BAFB-B934EE10CD46,CLIENT_21_017,AMBER,AMBER,GREEN,AMBER,GREEN,2024-06-03,2024-06-09
b5c261eae3510016ca1688f1b648b0daa822e7009ca0ef3db7074e7b2cb6c790,436CB653-7B5B-4AA2-BC02-343D0F1179A0,CLIENT_51_002,GREEN,GREEN,GREEN,GREEN,AMBER,2025-05-19,2025-05-25
2f02ac0e6eeefbd87bea56ea1bd9a6c31743f49cbfd3ffa7b5601313c2609e88,417A5D3F-717B-4809-A01F-4E2563B5BB7F,CLIENT_169_005,GREEN,GREEN,GREEN,GREEN,GREEN,2026-01-05,2026-01-11
3219492bf0af9f7c349f1549d21e6794003964232893d144f3158fc683ae9237,419EE5F5-02B3-4D51-A3B3-E5EF6B6625F1,CLIENT_180_002,GREEN,GREEN,GREEN,AMBER,GREEN,2024-01-21,2024-01-27
f8977a212476bd8bbce1d767a029192e20be144b22904dd41f4354dc4d36a51b,41B3E2AB-666D-44C6-ACDA-AFD1E3B8788D,CLIENT_263_001,GREEN,GREEN,GREEN,AMBER,GREEN,2025-05-25,2025-05-31
666204d2f05ac4d805a393bbb04101f91d7544b249cbdb372af549d56bb750ee,41F3A005-1B4D-425C-A613-D8EA60998E82,CLIENT_113_003,GREEN,GREEN,GREEN,AMBER,GREEN,2026-01-12,2026-01-18
128eb7a489f0766d8678e936251e0b3eef6b97918dd244096d768b25b6e9a5b5,42010CCF-06C1-4FAB-A005-F6358D63AE5B,CLIENT_98_009,GREEN,GREEN,GREEN,AMBER,GREEN,2024-03-25,2024-03-31
3af7d92dd28c9a76236a5ebfa5115dddbcc23efd9364e19fbff32ba3252f5eb7,4208DE9D-996F-4113-A3D9-05744D0A270F,CLIENT_231_001,RED,AMBER,AMBER,RED,AMBER,2026-02-23,2026-03-01
e0cb63b83b015ae83c426fccb03d70cc2078e77f3937e12771694794eef16aa3,43C9DAD9-52E0-49BD-A0A4-60045B8B960A,CLIENT_238_003,GREEN,GREEN,GREEN,GREEN,GREEN,2026-05-18,2026-05-24
350db5358cbc1a26ec6664aec4473e70c09b61739c480cc445e0beb310ae0997,42BFBB02-3C00-4C3C-900A-65DFDE948DEC,CLIENT_35_004,RED,RED,RED,RED,RED,2026-04-06,2026-04-12
504fee7662a99517932e61e5bdffbba054881478049f6c0af26086caeec6917e,42CD79E0-C34C-4025-B7D8-508EFA6DFD03,CLIENT_169_005,GREEN,GREEN,GREEN,GREEN,GREEN,2026-01-12,2026-01-18
bd0866bc1e7f46ed7a09544b9017a50e533b8462dfdfbc74d81a216081eb343c,42287ECE-26E3-4BCD-B498-D1D6D637F499,CLIENT_182_003,GREEN,GREEN,GREEN,AMBER,GREEN,2024-07-01,2024-07-07
1188d1442d434f4df8c162a1a7c367c1b93398fcd510b123391a5ba1ddd91faa,441375F7-AFE1-40E8-9465-DBD912C08DC2,CLIENT_20_031,GREEN,GREEN,GREEN,AMBER,GREEN,2023-12-10,2023-12-16
75be7093500593a4a8b2034904d7437dafa638f45a18d052af513fd1769a1224,44251081-A96B-44A5-8D02-C51344D82735,CLIENT_23_007,GREEN,GREEN,GREEN,AMBER,GREEN,2024-10-10,2024-10-16
a70d49c00b8a41d6b4033f29b69d0066783ab1bc157653b252e96c3e77ef75cf,42EDAA44-3006-4741-9EBE-3724F289E89B,CLIENT_80_004,GREEN,GREEN,GREEN,GREEN,GREEN,2024-10-06,2024-10-12
5a1e9fee8eb165e066b609b2511a033f7785991ccd23908b7dffd24210430398,427B3226-EABF-4433-BA81-F51A0CFA2A5A,CLIENT_240_002,GREEN,GREEN,GREEN,AMBER,GREEN,2025-08-11,2025-08-17
26a149a708ba0e2591c0d0ea8df5bb43d2acfc4fa1d174987936c0a9b6886e4f,442CD48A-0128-4E8A-90C1-39CE46C16496,CLIENT_245_002,GREEN,GREEN,GREEN,GREEN,GREEN,2025-09-01,2025-09-07
c813540ed5f2ee397aeaf20fd0c70fee7a4139937e1d29ea428e78d1befbd8af,4322574F-7EDE-47FE-9733-8BF7BE5A0ECD,CLIENT_20_036,GREEN,GREEN,GREEN,GREEN,GREEN,2024-02-08,2024-02-14
1d79d4b1bb738f12a2ed500f9013ffc23d24e9da2a934acc11058cca12aedbd4,428DB8FB-21CD-4020-899D-23024D99E736,CLIENT_86_017,GREEN,GREEN,GREEN,GREEN,GREEN,2024-05-12,2024-05-18
fe317764259df5bff0e453c713626a18dd4b15510e152629c677fa43ff86df14,42A2877F-FC30-4389-B2CC-EF656457B53C,CLIENT_86_017,GREEN,GREEN,GREEN,GREEN,GREEN,2024-05-19,2024-05-25
c63dbf3388aff50c30eadda35302e3d1155c1859aa17b8d55702d67a483cd2b7,434D63ED-A227-4B6D-BA97-29E17CBEFB95,CLIENT_363_002,GREEN,GREEN,GREEN,GREEN,GREEN,2024-09-19,2024-09-25
079158851f1dd2349e625f3d88efb01e25fff770eb42715fb653aad6052d8cc7,4358580F-6334-44F1-BB2B-0FA8A5F6242D,CLIENT_211_005,GREEN,GREEN,GREEN,GREEN,GREEN,2026-01-05,2026-01-11
c281eccd51400d7e9e998b28ab75a6044322c596be9df0054056b25317787997,42C227B8-CABF-4932-9E76-25E9177BF634,CLIENT_281_003,AMBER,AMBER,AMBER,AMBER,AMBER,2025-05-19,2025-05-25
f0124f337bcdaba2051e8b2e3c9eb48a8e708e2e188fd5d2b8029a2703998bf4,44B13ED9-8C10-43BD-9A6C-6223EB0B41B1,CLIENT_31_002,GREEN,GREEN,GREEN,GREEN,GREEN,2025-12-08,2025-12-14
7d08eba4d66e50ceeaecc9c94c0b1bdfee22fff2f17a52c97d6d666033476b75,4367727C-D70C-4BAA-8645-22CC9A8FC2C1,CLIENT_53_016,GREEN,GREEN,GREEN,AMBER,GREEN,2024-07-15,2024-07-21
5da15f321c977fc0d17c449238a5d253405ed75a9ac2bdab05b6664b5b2daf40,42E3466E-2E8F-45DA-82AB-F73B9F8D94C0,CLIENT_459_001,AMBER,AMBER,GREEN,AMBER,AMBER,2026-01-05,2026-01-11
e53564150a0953b276553378306d0de2db9b9be9ed2fe02a9eb556fd0ec84c94,42F0CBED-B8DB-4147-AB90-59922CAA44AA,CLIENT_329_001,GREEN,AMBER,AMBER,AMBER,AMBER,2024-03-04,2024-03-10
c9eb344822e104c18cd74da6a691c0549a8774fa78500c9118a02fbd7f59aacd,42F23D7D-48E2-410F-94A4-71FA2BD6EC17,CLIENT_20_030,GREEN,GREEN,GREEN,GREEN,GREEN,2023-12-25,2023-12-31
62f637c6acf77d692e8238e7e73732e9b12e60d36bb010a19e7282df3bae0915,42F676F7-AC36-4F1B-B42B-E46BE34B24B6,CLIENT_363_005,GREEN,GREEN,GREEN,AMBER,GREEN,2025-02-17,2025-02-23
d984a981a5252bcdff4559189cd453bfc15713b8d5f97f2b287b0da308e86cd0,430012BD-2AB6-4070-A4ED-C3D957F81199,CLIENT_10_006,GREEN,AMBER,GREEN,GREEN,GREEN,2024-12-23,2024-12-29
b1e2b43bd9cd1fc10beb653d6d0bc884d643b561371195df16bc346f8a9ffdbe,43E02C9B-C6F0-4BA1-BFCF-F8929051768D,CLIENT_44_002,AMBER,GREEN,GREEN,GREEN,GREEN,2026-02-23,2026-03-01
73292b379e98c46e0c3e2d7a2e687a4f5014e1a30512deb420260d6e38c12cb9,431481CA-AAA7-4EFE-BC14-765C52DE98A0,CLIENT_377_003,GREEN,AMBER,AMBER,AMBER,GREEN,2025-06-30,2025-07-06
5ef38ead91d29a35d759e46f280e5087a51e8b494a3ac07138f43661185a083b,431D2E53-EDC6-49C3-8BD7-7E8D655C9730,CLIENT_25_018,GREEN,GREEN,GREEN,GREEN,GREEN,2026-04-22,2026-04-28
9c591acb7bbef4b555a24ffd52c341afb2be8ba7420453cce281785b9641a473,43228AD0-EA72-4967-A7CA-0BCEC8962BEE,CLIENT_348_002,GREEN,AMBER,GREEN,GREEN,GREEN,2025-05-26,2025-06-01
0c5a5ac42dff5eaf6eb1a0fa445454a249e2ee403b6fb097105480127f6b9304,44060657-FC2A-4A97-AF9D-8279D4F6756E,CLIENT_14_001,GREEN,GREEN,GREEN,GREEN,AMBER,2026-03-09,2026-03-15
db566344e2edf4739b57b575137b613f7523b74dc42d01ad4dce19bfd917542e,45442F54-CD65-4335-BA3E-326EE1DCC4F5,CLIENT_223_002,GREEN,GREEN,GREEN,GREEN,GREEN,2024-05-29,2024-06-04
3ac83045ec3e5da01dc9941a9a6eed8cd4f40d1aaf06a035dba9dc07a1a62d94,434FFE07-B116-477B-BB65-9262FC5C54E1,CLIENT_89_005,GREEN,GREEN,AMBER,AMBER,GREEN,2025-09-15,2025-09-21
3018fa012c61c2613a3d35f3c658b19dac8d6d691ee616dfe868d0533a903335,4422EF25-9275-4D7B-B68C-B97656F92602,CLIENT_172_007,GREEN,AMBER,GREEN,GREEN,GREEN,2026-04-27,2026-05-03
c63b547b84d2a2a71ef3fcbf76ba47ea5affe4a58f2da4bee454459eae8352d4,457AA878-D159-4C57-9535-872CD287434A,CLIENT_62_004,GREEN,GREEN,GREEN,GREEN,GREEN,2025-11-03,2025-11-09
fe0e0cfc786529024c81ed8f99b78b7a0b86452cc09ed7e966862426b589f972,45A6BE3C-58AE-4F61-9584-DFE10FDE00A3,CLIENT_40_008,GREEN,AMBER,GREEN,GREEN,GREEN,2026-04-06,2026-04-12
45d2c99236f47dcf8f466a8c0ad7d5d4cdabeecaa145a550d4d59310f51a7e63,45AF634B-8B6E-469A-8788-0A976AD145C9,CLIENT_30_003,GREEN,GREEN,GREEN,GREEN,GREEN,2024-07-14,2024-07-20
1af4034332bb6d05fc354cb897fe28f7fed94ce07b56b7ae1dfbded3a9865870,45D1F60A-7AD8-45F1-8F79-E62145A17B28,CLIENT_187_007,GREEN,AMBER,GREEN,GREEN,RED,2026-01-26,2026-02-01
5365fe2906555f5c372704ca7b08fff8b6e098d1d07790e02e0fea7d611bbe2b,45DAD660-9A31-460A-B0E2-1CE593C0BE05,CLIENT_25_017,GREEN,GREEN,GREEN,GREEN,GREEN,2026-01-09,2026-01-15
f66f63ac737bcb0e5fb4f6b4a8f141e036cbc01726dfb9780e92b6313c063663,45DF95A9-7CAF-4CC3-A109-DB911F4769CE,CLIENT_21_016,GREEN,GREEN,GREEN,GREEN,GREEN,2024-07-21,2024-07-27
d11c290debabe58b64277e752745d0bbf859d9ae7fa36d3d07b1be5affb6e8cb,44B48A2A-E837-4FA3-BD94-A6AFA1D18058,CLIENT_390_004,GREEN,RED,AMBER,GREEN,GREEN,2026-05-18,2026-05-24
5c181058b1be225602355481f06ac14c497dcc72eaa74be5149b562c986df93a,44DFEE54-281A-4980-8C16-913767F15186,CLIENT_357_002,GREEN,GREEN,GREEN,GREEN,GREEN,2026-05-04,2026-05-10
7b369c630091963c12804bcb035a3f9e0e8bcf1ef6a8a38d340ebaa34b9d604e,43D19AF5-6ABD-4758-B3AB-159D507A9844,CLIENT_429_001,GREEN,GREEN,GREEN,GREEN,GREEN,2024-04-22,2024-04-28
9b37fbd5c07524d0b701f1917af24620c2f12c1dc895c5493e470a0975b2c521,43FD9165-9AA3-437D-8FBA-0672A126672B,CLIENT_10_003,GREEN,GREEN,GREEN,AMBER,GREEN,2024-05-20,2024-05-26
7fe41b73b0f709b5f0b225580e0a76418e1af4041d81f5ea2d5df53b87661272,45F9DC9D-90CF-42BE-9259-3E1D198545C5,CLIENT_87_002,GREEN,AMBER,GREEN,GREEN,GREEN,2025-05-12,2025-05-18
42403784fcfb6fa8eb52ebe730a1c9e382488d9d5b529e83baa63a156a8820de,4415508A-3360-446E-9C6D-D88067BA4A2E,CLIENT_377_003,GREEN,GREEN,GREEN,AMBER,GREEN,2025-07-07,2025-07-13
0827e0b5f1dc533c73ac83f3e5dff386c3614b01ad819faf880f1e7fe0a6cf85,441F6F6C-F04F-4710-A2E8-FEC498006940,CLIENT_348_004,GREEN,GREEN,AMBER,GREEN,GREEN,2025-12-01,2025-12-07
47fefd4de0a575b312fca392cb1b7af7edf1482199999a4f97ed75d8e68f6f52,44411FFD-8DB8-40E3-92B9-88DD9ED26FFA,CLIENT_123_005,GREEN,GREEN,GREEN,GREEN,GREEN,2024-03-11,2024-03-17
322369782297fdec9ec5d9bf6f62a0deb0600107f4e6b8ff4c14fa0569d8dd67,452FAE1F-3D57-4461-92AB-67B480836107,CLIENT_201_004,GREEN,GREEN,GREEN,GREEN,GREEN,2024-02-20,2024-02-26
d5b3827ff75003d16108c1ad36f6060a4520736b422b08ebb20141bc9875d961,46482F3F-1876-4E25-8573-45AEE9B88B0A,CLIENT_211_006,GREEN,GREEN,GREEN,GREEN,GREEN,2026-01-05,2026-01-11
e710ab14fde6ff47de2f521986930032602bc4e23d96acc6e6dfc013e9b199d6,44A9669B-BEB1-4753-8F6E-5DB9C64F3777,CLIENT_268_005,GREEN,GREEN,GREEN,GREEN,GREEN,2026-01-05,2026-01-11
78c5ec6ecc5b642c57df9bc6df98159f073cabdd9851d84d3ad6165fa4a249b3,46ACFB29-C3FB-499F-887D-5547A44CB6C3,CLIENT_182_003,GREEN,AMBER,AMBER,AMBER,GREEN,2024-07-08,2024-07-14
72716bc373fbd840c1ff6cbac255f4c4c3dc83f8e674e736559b467ab4e11160,45EEE0D5-FC2C-4AF6-BFDA-241AC69765F5,CLIENT_343_004,AMBER,AMBER,AMBER,AMBER,AMBER,2025-07-22,2025-07-28
575ac798e9c1a02f32a03fa3f69416b7bcbd7943e67e29d2369cbbfab43ae4be,4606457C-DB09-4028-916B-2BE7D29A1C40,CLIENT_268_003,GREEN,GREEN,GREEN,GREEN,GREEN,2024-10-20,2024-10-26
883862f5699e071a1ca79df46014d08c51d3748a9a02a39572887b3a4d843035,460F49F0-95F0-4136-94A1-5C3640430BCC,CLIENT_40_004,RED,RED,RED,RED,RED,2024-12-16,2024-12-22
02f11bda52e242d94de54bad3da2bbffd408edab41c19749c23313d713516e0f,46C40394-69C6-469E-915C-F8F747C1208E,CLIENT_203_002,GREEN,GREEN,GREEN,AMBER,GREEN,2024-06-30,2024-07-06
f4309029cd8a7a3de66d47c47d6ff901f328fb08a0ae03afbd47f5fe6b152d13,46C9B38E-00DC-41D0-AA75-01D545202CC7,CLIENT_23_015,GREEN,AMBER,RED,AMBER,GREEN,2025-11-12,2025-11-18
5e791ef8c76fbce7be43f00f1cc36dad65459dfcbcf615e069c2e726d4162193,46DFAB98-E1E1-494A-A3DE-ED43A2DF91E4,CLIENT_380_001,GREEN,GREEN,GREEN,GREEN,GREEN,2025-12-08,2025-12-14
b84f7b443bb7c60dd266294675aed787f996d060377d2d82c53b950e6ddbe8d6,46E51D6A-E4C4-4F78-85AF-0D21BCFE50AD,CLIENT_10_004,RED,AMBER,AMBER,AMBER,AMBER,2024-08-05,2024-08-11
0ceecb7fb94329aaa4d008bcd231a5b524dd33d299ad455dd5a397c5afddb1fa,451B9AB5-5EC3-4AFF-AA81-CF4ABEAE6545,CLIENT_51_004,AMBER,AMBER,GREEN,AMBER,AMBER,2025-09-08,2025-09-14
8f7f4bc59e4caa3217df57dfa89d35b24b7df64ca9fbf4d5931c6efdcd98ad35,4541E43B-97A2-496A-AA9F-B6C347E49CC3,CLIENT_82_002,GREEN,AMBER,GREEN,AMBER,GREEN,2026-02-02,2026-02-08
ae8c8fe17fba13dc39fda31aaf198044cd862f7a72cd5b31b2ab85c83cef01f1,4643D0E4-7AAB-418E-B064-6FF05C8AAA4F,CLIENT_180_002,AMBER,GREEN,GREEN,AMBER,GREEN,2024-01-28,2024-02-03
2a5766e55ecf5e7157af90ca9ad1859b5390011e887e5e54e8bafa52aaa1f817,464A25BA-E9E8-4CE4-A75A-43F94061B0B6,CLIENT_182_003,AMBER,RED,AMBER,RED,AMBER,2024-07-15,2024-07-21
2f820cda28e2f43b5c08ecfeb31a15c093375c0dd771a7788762259fd9da7843,4709CFF1-163F-4CC1-817B-6B50268EB3A6,CLIENT_380_002,GREEN,AMBER,GREEN,GREEN,GREEN,2026-01-19,2026-01-25
03454c85f0dddcb1252a18daf245f734e51fbe7d77b7cfed2449bea625da2161,46932979-F5FB-4A49-BAE0-71D005B8E8D8,CLIENT_295_004,GREEN,AMBER,GREEN,GREEN,GREEN,2025-05-20,2025-05-26
8245bbf1d08776b83d297505d41336c3e4ce91932b7b68f775a19f09116e4b54,469C2F78-00AE-4191-B99C-C137E33298A9,CLIENT_80_009,GREEN,GREEN,GREEN,GREEN,GREEN,2025-02-10,2025-02-16
175cb191f2aae7c797798843f4c93eada2c9f0a78bf6fb6daad8481fa1d48bf8,454988A9-DE6B-4E9A-87C5-7AA015DDAFB3,CLIENT_390_004,AMBER,GREEN,GREEN,GREEN,GREEN,2026-05-25,2026-05-31
00d1054035357257cd697640f261c32bc8dee9290cea59e2bd1435659932873b,473C6A65-CC28-41EB-B9CC-EACEAFE52511,CLIENT_57_009,GREEN,GREEN,GREEN,AMBER,GREEN,2024-05-28,2024-06-03
43956b91a03cd977d65c6b1896be75cdef0d04dfe9cb0bffe3c99e5a4e81b159,474BC86D-C2F8-423D-AE89-DE48DCEE1C82,CLIENT_192_003,RED,RED,RED,RED,RED,2025-11-03,2025-11-09
843b7c4cf5f8a47c0027916ae1dd88cf127aa57dec1e908204d7b36b3f8fe4be,475C143B-2B95-496F-A66B-3898442505D0,CLIENT_71_001,GREEN,GREEN,GREEN,GREEN,GREEN,2025-08-11,2025-08-17
996f1fe9408c7f08ec7c65371501dda6fd092b30e3e349b9a37114d1b6ab7623,46D5F2A3-3D1C-46B8-AC53-4D7B6B353887,CLIENT_71_001,AMBER,GREEN,AMBER,AMBER,GREEN,2025-08-18,2025-08-24
adc10f9cf7d182b4dce14a7d94a0e1c3594845604e2ea3663219d2d87f06a1de,45849A2E-C0BC-480B-91D5-FACB0A6EA24D,CLIENT_15_002,GREEN,GREEN,AMBER,AMBER,AMBER,2024-11-14,2024-11-20
ae25b61013430e717db17c480f395ddc8132608b8679b7883c6b701db9c20bbe,4591F2A4-67D1-46F3-9E91-1AC4ED308216,CLIENT_82_002,GREEN,GREEN,AMBER,GREEN,GREEN,2026-02-09,2026-02-15
7c9d4faa098932fc305db18e2b82be56d5d3c694329dcff93370618eca77a2ab,477F7425-0AC1-4243-8C3E-C9347806E739,CLIENT_38_001,AMBER,AMBER,AMBER,GREEN,AMBER,2024-11-13,2024-11-19
8ee524cdfb27ae7a36cad3ffe71f62106abc6c3d56fcf0831cc399b131dc1690,47A89586-1C75-42A8-9A0C-36CECC3F46E3,CLIENT_48_004,GREEN,GREEN,GREEN,GREEN,GREEN,2024-03-20,2024-03-26
3619c4885229660540ae324e219dc872721ff7e61d97a807377bfc4f164c38aa,46F8F385-9C19-4356-803E-E304E6176679,CLIENT_86_020,GREEN,AMBER,GREEN,GREEN,GREEN,2024-10-07,2024-10-13
92ba0984a77b37b3b85476da69bf7460355297e0cc243c1c80a94cd365c5058f,46FDFDC1-78DD-4D87-8758-8552559B64E0,CLIENT_311_002,AMBER,AMBER,AMBER,AMBER,AMBER,2025-11-03,2025-11-09
d623e3cc06cd665a576a23dc8b7cc47e7d026075b7201a85e1faf5ed81a0fa04,45B20876-C54C-45E1-BC3C-E420976B3D79,CLIENT_10_003,GREEN,GREEN,GREEN,AMBER,GREEN,2024-05-27,2024-06-02
f0eb0178853a9e4722f0563b263a033128d323a79fcba5c8b80a43b1ff297e19,45D0FADF-7504-4562-A55F-B198AD230B56,CLIENT_120_016,GREEN,GREEN,GREEN,GREEN,GREEN,2024-05-20,2024-05-26
b16b338215479cc01a21c0e42cb4488f9e33d6705d26fd94c6485635c5062b0f,031E0956-7818-41FF-8D49-2E1D35A121D5,CLIENT_71_001,AMBER,AMBER,AMBER,AMBER,AMBER,2025-08-25,2025-08-31
f9d79534433eb4e9643ac7e29ac0a4af40e6ef99fd1dd038a303413e9152268a,47C3D5C9-B54F-4956-96E9-53F40DC9CE79,CLIENT_100_002,GREEN,GREEN,GREEN,GREEN,GREEN,2025-07-21,2025-07-27
4fe2b120302909a5fcaf5b9fcf0f58343d7a3f90d81285d59152e070b7eb48b2,47CA3E61-157A-4872-9540-4B6A65FF28E9,CLIENT_71_001,GREEN,AMBER,GREEN,GREEN,GREEN,2025-09-01,2025-09-07
898a23bd789478df9cc6a80f2b98e21559527a9688dc3c5b857b127ad403f1fe,4711DD04-C059-46A5-B9ED-74FDCCDE40AD,CLIENT_146_003,AMBER,AMBER,GREEN,GREEN,GREEN,2025-06-16,2025-06-22
9f79a3d1a021a7741b9eb9d8af1ff95e901419a01a0e26ee96ef16628044dbff,4715486A-2FD7-4CBB-A8B8-B942F258B2A6,CLIENT_90_002,GREEN,AMBER,GREEN,GREEN,GREEN,2023-09-17,2023-09-23
d09179389977498f053063385b7c14cdd336880ef62077a9081476f52e2dbd29,4719C771-679E-4E47-AEFE-286F657487C2,CLIENT_477_001,GREEN,AMBER,AMBER,AMBER,AMBER,2026-01-19,2026-01-25
1c6c5246cd070a7edbe255bb31bbd84f07e2cd6753dd11a18bb3f78ccab2d6fb,4609DD5F-3C82-4362-85C3-656E8270383A,CLIENT_40_004,GREEN,GREEN,GREEN,GREEN,GREEN,2024-12-23,2024-12-29
b93555b8e6a3455477f0897b36be86914461b4b2eec9bc685f48b917a35e42a7,47F21125-23CB-4AC8-95C9-46CCA9EE8C0B,CLIENT_64_002,GREEN,GREEN,GREEN,GREEN,GREEN,2026-05-11,2026-05-17
822f9988c6345e4c1dac0ab76610bc355364a416dc53cc6fc968b7c6b104c111,482701C6-659F-462D-98FB-3FA28BF4D428,CLIENT_80_004,GREEN,GREEN,GREEN,AMBER,GREEN,2024-10-13,2024-10-19
6651a9b3f251d46fc90b89b3d3ba9f4f4310fb9f875605e48b0522fc2ec13bd4,47460991-758B-4ADE-B7B2-40176D0F418B,CLIENT_31_007,GREEN,GREEN,GREEN,GREEN,AMBER,2026-04-27,2026-05-03
fdaaa2048e01f51df2a362dda0ded602c2e67ded8ac34703b0bc1a7db2501e98,47568346-8B50-433E-84C5-D20CAD36111A,CLIENT_71_001,AMBER,AMBER,AMBER,AMBER,AMBER,2025-09-08,2025-09-14
9ae92a77ea0282fa2503e17951206dae2690601583ec0bde0a6b211ab2dd49fd,477EB04B-8384-4908-B7E4-DDFA4FB9FEE7,CLIENT_205_007,GREEN,GREEN,GREEN,GREEN,GREEN,2026-04-20,2026-04-26
bfa8c39dd9e7d2c080e33ed90af045a63dfcf152f0924953a2742a6ee72ef4b0,463B79B5-9E99-4EFC-A931-5B140BD12743,CLIENT_68_005,AMBER,AMBER,AMBER,AMBER,AMBER,2024-12-08,2024-12-14
b3cbc558974fd1b0b19cdf56e935a285d220140fe870f8cf8fa4225a3889e93d,47847BAC-DB8F-44EB-9F86-0994D0E85FAF,CLIENT_53_016,GREEN,GREEN,GREEN,AMBER,GREEN,2024-07-22,2024-07-28
95d05f2b09ade03a38e4e48c9bbb82e5c97db2b08b34c3f228b8ba94b18349cc,479B24A6-CB73-4F6B-A7B3-87DEECE5F797,CLIENT_268_003,GREEN,GREEN,GREEN,AMBER,GREEN,2024-10-27,2024-11-02
58ebcc4a2ee297ecb68f5c80da1b34ac577dda89dba20bee5f5dc5230f053d16,47A27EBF-C5E1-4A9E-91A5-31763A81097B,CLIENT_84_001,GREEN,AMBER,GREEN,GREEN,GREEN,2025-07-14,2025-07-20
37924affbdcbf2a57adbe6d0b59349b1bd505cf7cb96d634e1117d45553b9587,4662E937-3B54-47D4-8C32-75F28DAC2132,CLIENT_48_004,GREEN,GREEN,GREEN,GREEN,GREEN,2024-03-27,2024-04-02
28e4017bbaa8e66f555983b6042a0d17cd41f9731f0ff635d121c95816d07d13,46738277-F48E-4CF3-A41B-992AE13F2AF0,CLIENT_86_026,GREEN,GREEN,GREEN,GREEN,GREEN,2025-11-04,2025-11-10
abdc4d2bfa10dc190fbfac60899ce0802a177b43ef1dd3effdcaf675c03000cf,4674466A-FE72-4D55-BE65-854E07D21910,CLIENT_164_005,GREEN,RED,AMBER,AMBER,GREEN,2025-10-29,2025-11-04
8446c9cf47e0304f43f163a8523187c8a6df9e102487242c98693f9cd0eadada,467B32E4-F7A7-444E-A8A0-A15241AB0923,CLIENT_71_001,AMBER,GREEN,AMBER,AMBER,GREEN,2025-09-15,2025-09-21
fbc21c00fa3c703a57d238e51c2dd9560871651253c8d933b3a62e4cde418f48,4875B90E-DF53-42C5-BA03-97677EABB378,CLIENT_23_015,AMBER,AMBER,GREEN,GREEN,AMBER,2025-11-19,2025-11-25
ae1a35bd132ff71ca3ceee3bf07fc9e282d14117675c4b2304668d9bf6853ffc,46942493-84B4-4E0C-A336-7446CE5BF56C,CLIENT_72_014,GREEN,GREEN,AMBER,AMBER,GREEN,2026-02-02,2026-02-08
b61d9b6281fc5772eb61fba5d928ab0e0d540baf928b1e69e5ffae3da251e658,469617B7-16CD-4FA1-9701-FEB74D5924AB,CLIENT_327_005,GREEN,GREEN,GREEN,AMBER,GREEN,2024-04-20,2024-04-26
96449e27d056f29137cb3ad71e21165aa2cc7ee7c3d97f296afb4fcede5b49fd,46B6FEA3-E0CA-430D-BD43-6231E3617111,CLIENT_243_005,GREEN,GREEN,GREEN,GREEN,GREEN,2025-03-17,2025-03-23
3235245b9715a8416c2faa2e8fcc482f22b6054f4de9191038d55b16eda3f0af,47A45664-C08B-49E5-97D9-C333F0299217,CLIENT_281_003,GREEN,GREEN,GREEN,AMBER,GREEN,2025-05-26,2025-06-01
8731a66f2943d0b5122a15879b113f5c36b268ab06c371ee50aa1c1207976fb1,47B5CDF6-8D4A-4C34-8B34-4F267616D2F2,CLIENT_348_002,AMBER,AMBER,AMBER,RED,AMBER,2025-06-02,2025-06-08
6e218d9e6f0a2dc3e18ae799448b67c41d5a3c24a9fff799aa89160a4af809c3,48B3B1D0-2ACE-4FB2-A28E-26AD176CC124,CLIENT_15_002,GREEN,GREEN,AMBER,AMBER,GREEN,2024-11-21,2024-11-27
fb75448138d8c89409524e493a4f86fe4e8367f10a00a3bd0e3327c71dfdac48,46CD1208-7AF9-48F0-BD1D-B40DCD71D01D,CLIENT_128_007,GREEN,AMBER,AMBER,AMBER,GREEN,2023-11-22,2023-11-28
24f773d5940c186dca82f3345f32e67905c6362a76d10951588dda478e62b0bf,48C47AE3-8653-45CE-A4A7-D4376145E5E5,CLIENT_86_017,GREEN,GREEN,GREEN,GREEN,GREEN,2024-05-26,2024-06-01
1940406c398b966cb53d8c0566e14a4b4f1f3b70f24e11b62e371040df451b42,48CE7D80-CD13-4E59-858F-D3ED1AE40929,CLIENT_273_002,GREEN,GREEN,GREEN,GREEN,GREEN,2024-06-09,2024-06-15
8f161c2d93fa2a762259d7b91541daef422400907054e9f8ab4318980198e1f7,48D2B03C-98B5-47CB-8808-1BD7735D0BFE,CLIENT_208_002,GREEN,GREEN,AMBER,AMBER,GREEN,2024-02-12,2024-02-18
a52fb736cbfd5cb39abd1e3ccff67104692e16fdee98cbf70ff66393d18cfe65,48EEE054-748A-461B-9680-3D1FAA3AAB84,CLIENT_12_025,GREEN,GREEN,GREEN,GREEN,GREEN,2025-01-22,2025-01-28
