employee_id,resignation_date,notice_start_date,month,months_into_notice,role,coe,location,pulse_score_current_month,pulse_score_3mo_before_notice
SYN_EMP_0095,2025-06-21,2025-03-21,2025-04-01,2,Trainee Software Engineer,data_engineering,chennai,1.99,2.49
SYN_EMP_0095,2025-06-21,2025-03-21,2025-05-01,3,Trainee Software Engineer,data_engineering,chennai,1.74,2.49
SYN_EMP_0096,2025-06-10,2025-03-10,2025-03-01,1,Solutions Consultant,data_engineering,chennai,2.99,3.13
SYN_EMP_0096,2025-06-10,2025-03-10,2025-04-01,2,Solutions Consultant,data_engineering,chennai,2.85,3.13
SYN_EMP_0096,2025-06-10,2025-03-10,2025-05-01,3,Solutions Consultant,data_engineering,chennai,2.71,3.13
SYN_EMP_0097,2025-06-16,2025-03-16,2025-03-01,1,Senior Consultant,full_stack,chennai,3.0,3.18
SYN_EMP_0097,2025-06-16,2025-03-16,2025-04-01,2,Senior Consultant,full_stack,chennai,2.83,3.18
SYN_EMP_0097,2025-06-16,2025-03-16,2025-05-01,3,Senior Consultant,full_stack,chennai,2.65,3.18
SYN_EMP_0098,2025-06-23,2025-03-23,2025-03-01,1,Consultant,bi_reporting,chennai,2.97,3.16
SYN_EMP_0098,2025-06-23,2025-03-23,2025-04-01,2,Consultant,bi_reporting,chennai,2.78,3.16
SYN_EMP_0098,2025-06-23,2025-03-23,2025-05-01,3,Consultant,bi_reporting,chennai,2.59,3.16
SYN_EMP_0099,2025-06-10,2025-03-10,2025-03-01,1,Consultant,full_stack,usa,2.61,2.75
SYN_EMP_0099,2025-06-10,2025-03-10,2025-04-01,2,Consultant,full_stack,usa,2.48,2.75
SYN_EMP_0099,2025-06-10,2025-03-10,2025-05-01,3,Consultant,full_stack,usa,2.34,2.75
SYN_EMP_0100,2025-06-07,2025-03-07,2025-03-01,1,Trainee Software Engineer,bi_reporting,chennai,2.66,2.91
SYN_EMP_0100,2025-06-07,2025-03-07,2025-04-01,2,Trainee Software Engineer,bi_reporting,chennai,2.4,2.91
SYN_EMP_0100,2025-06-07,2025-03-07,2025-05-01,3,Trainee Software Engineer,bi_reporting,chennai,2.15,2.91
SYN_EMP_0101,2025-07-28,2025-04-28,2025-04-01,1,Software Engineer,ai_ml,chennai,3.15,3.34
SYN_EMP_0101,2025-07-28,2025-04-28,2025-05-01,2,Software Engineer,ai_ml,chennai,2.97,3.34
SYN_EMP_0101,2025-07-28,2025-04-28,2025-06-01,3,Software Engineer,ai_ml,chennai,2.79,3.34
SYN_EMP_0102,2025-07-06,2025-04-06,2025-04-01,1,Solutions Consultant,ai_ml,chennai,3.34,3.52
SYN_EMP_0102,2025-07-06,2025-04-06,2025-05-01,2,Solutions Consultant,ai_ml,chennai,3.16,3.52
SYN_EMP_0102,2025-07-06,2025-04-06,2025-06-01,3,Solutions Consultant,ai_ml,chennai,2.97,3.52
SYN_EMP_0103,2025-07-05,2025-04-05,2025-04-01,1,Senior Software Engineer,data_engineering,chennai,3.27,3.51
SYN_EMP_0103,2025-07-05,2025-04-05,2025-05-01,2,Senior Software Engineer,data_engineering,chennai,3.04,3.51
SYN_EMP_0103,2025-07-05,2025-04-05,2025-06-01,3,Senior Software Engineer,data_engineering,chennai,2.8,3.51
SYN_EMP_0104,2025-07-18,2025-04-18,2025-04-01,1,Trainee Software Engineer,bi_reporting,chennai,2.52,2.73
SYN_EMP_0104,2025-07-18,2025-04-18,2025-05-01,2,Trainee Software Engineer,bi_reporting,chennai,2.3,2.73
SYN_EMP_0104,2025-07-18,2025-04-18,2025-06-01,3,Trainee Software Engineer,bi_reporting,chennai,2.09,2.73
SYN_EMP_0105,2025-07-26,2025-04-26,2025-04-01,1,Senior Software Engineer,bi_reporting,chennai,2.51,2.71
SYN_EMP_0105,2025-07-26,2025-04-26,2025-05-01,2,Senior Software Engineer,bi_reporting,chennai,2.31,2.71
SYN_EMP_0105,2025-07-26,2025-04-26,2025-06-01,3,Senior Software Engineer,bi_reporting,chennai,2.12,2.71
SYN_EMP_0106,2025-07-24,2025-04-24,2025-04-01,1,Trainee Software Engineer,techops,chennai,3.09,3.31
SYN_EMP_0106,2025-07-24,2025-04-24,2025-05-01,2,Trainee Software Engineer,techops,chennai,2.87,3.31
SYN_EMP_0106,2025-07-24,2025-04-24,2025-06-01,3,Trainee Software Engineer,techops,chennai,2.65,3.31
SYN_EMP_0107,2025-07-14,2025-04-14,2025-04-01,1,Associate Consultant,data_engineering,uk,2.76,2.86
SYN_EMP_0107,2025-07-14,2025-04-14,2025-05-01,2,Associate Consultant,data_engineering,uk,2.66,2.86
SYN_EMP_0107,2025-07-14,2025-04-14,2025-06-01,3,Associate Consultant,data_engineering,uk,2.56,2.86
SYN_EMP_0108,2025-08-07,2025-05-07,2025-05-01,1,Trainee Software Engineer,ai_ml,chennai,2.84,3.02
SYN_EMP_0108,2025-08-07,2025-05-07,2025-06-01,2,Trainee Software Engineer,ai_ml,chennai,2.67,3.02
SYN_EMP_0108,2025-08-07,2025-05-07,2025-07-01,3,Trainee Software Engineer,ai_ml,chennai,2.5,3.02
SYN_EMP_0109,2025-08-13,2025-05-13,2025-05-01,1,Senior Software Engineer,ai_ml,uk,2.61,2.76
SYN_EMP_0109,2025-08-13,2025-05-13,2025-06-01,2,Senior Software Engineer,ai_ml,uk,2.47,2.76
SYN_EMP_0109,2025-08-13,2025-05-13,2025-07-01,3,Senior Software Engineer,ai_ml,uk,2.32,2.76
SYN_EMP_0110,2025-08-20,2025-05-20,2025-05-01,1,Trainee Software Engineer,bi_reporting,uk,2.28,2.52
SYN_EMP_0110,2025-08-20,2025-05-20,2025-06-01,2,Trainee Software Engineer,bi_reporting,uk,2.05,2.52
SYN_EMP_0110,2025-08-20,2025-05-20,2025-07-01,3,Trainee Software Engineer,bi_reporting,uk,1.82,2.52
SYN_EMP_0111,2025-08-05,2025-05-05,2025-05-01,1,Trainee Software Engineer,data_engineering,uk,2.55,2.73
SYN_EMP_0111,2025-08-05,2025-05-05,2025-06-01,2,Trainee Software Engineer,data_engineering,uk,2.36,2.73
SYN_EMP_0111,2025-08-05,2025-05-05,2025-07-01,3,Trainee Software Engineer,data_engineering,uk,2.18,2.73
SYN_EMP_0112,2025-08-09,2025-05-09,2025-05-01,1,Solutions Consultant,data_engineering,chennai,2.54,2.65
SYN_EMP_0112,2025-08-09,2025-05-09,2025-06-01,2,Solutions Consultant,data_engineering,chennai,2.42,2.65
SYN_EMP_0112,2025-08-09,2025-05-09,2025-07-01,3,Solutions Consultant,data_engineering,chennai,2.31,2.65
SYN_EMP_0113,2025-08-04,2025-05-04,2025-05-01,1,Solutions Enabler,data_engineering,chennai,2.85,3.04
SYN_EMP_0113,2025-08-04,2025-05-04,2025-06-01,2,Solutions Enabler,data_engineering,chennai,2.67,3.04
SYN_EMP_0113,2025-08-04,2025-05-04,2025-07-01,3,Solutions Enabler,data_engineering,chennai,2.48,3.04
SYN_EMP_0114,2025-08-20,2025-05-20,2025-05-01,1,Senior Consultant,ai_ml,chennai,2.66,2.85
SYN_EMP_0114,2025-08-20,2025-05-20,2025-06-01,2,Senior Consultant,ai_ml,chennai,2.47,2.85
SYN_EMP_0114,2025-08-20,2025-05-20,2025-07-01,3,Senior Consultant,ai_ml,chennai,2.29,2.85
SYN_EMP_0115,2025-09-20,2025-06-20,2025-06-01,1,Trainee Software Engineer,full_stack,chennai,2.83,3.0
SYN_EMP_0115,2025-09-20,2025-06-20,2025-07-01,2,Trainee Software Engineer,full_stack,chennai,2.66,3.0
SYN_EMP_0115,2025-09-20,2025-06-20,2025-08-01,3,Trainee Software Engineer,full_stack,chennai,2.49,3.0
SYN_EMP_0116,2025-09-26,2025-06-26,2025-06-01,1,Solutions Enabler,bi_reporting,chennai,3.0,3.1
SYN_EMP_0116,2025-09-26,2025-06-26,2025-07-01,2,Solutions Enabler,bi_reporting,chennai,2.89,3.1
SYN_EMP_0116,2025-09-26,2025-06-26,2025-08-01,3,Solutions Enabler,bi_reporting,chennai,2.79,3.1
SYN_EMP_0117,2025-09-15,2025-06-15,2025-06-01,1,Solutions Enabler,bi_reporting,chennai,2.97,3.04
SYN_EMP_0117,2025-09-15,2025-06-15,2025-07-01,2,Solutions Enabler,bi_reporting,chennai,2.91,3.04
SYN_EMP_0117,2025-09-15,2025-06-15,2025-08-01,3,Solutions Enabler,bi_reporting,chennai,2.84,3.04
SYN_EMP_0118,2025-09-08,2025-06-08,2025-06-01,1,Software Engineer,bi_reporting,chennai,3.49,3.63
SYN_EMP_0118,2025-09-08,2025-06-08,2025-07-01,2,Software Engineer,bi_reporting,chennai,3.35,3.63
SYN_EMP_0118,2025-09-08,2025-06-08,2025-08-01,3,Software Engineer,bi_reporting,chennai,3.21,3.63
SYN_EMP_0119,2025-09-09,2025-06-09,2025-06-01,1,Senior Consultant,full_stack,uk,2.47,2.66
SYN_EMP_0119,2025-09-09,2025-06-09,2025-07-01,2,Senior Consultant,full_stack,uk,2.27,2.66
SYN_EMP_0119,2025-09-09,2025-06-09,2025-08-01,3,Senior Consultant,full_stack,uk,2.07,2.66
SYN_EMP_0120,2025-09-01,2025-06-01,2025-06-01,1,Senior Software Engineer,bi_reporting,chennai,2.84,2.98
SYN_EMP_0120,2025-09-01,2025-06-01,2025-07-01,2,Senior Software Engineer,bi_reporting,chennai,2.69,2.98
SYN_EMP_0120,2025-09-01,2025-06-01,2025-08-01,3,Senior Software Engineer,bi_reporting,chennai,2.54,2.98
SYN_EMP_0121,2025-09-07,2025-06-07,2025-06-01,1,Solutions Enabler,full_stack,uk,3.09,3.3
SYN_EMP_0121,2025-09-07,2025-06-07,2025-07-01,2,Solutions Enabler,full_stack,uk,2.87,3.3
SYN_EMP_0121,2025-09-07,2025-06-07,2025-08-01,3,Solutions Enabler,full_stack,uk,2.66,3.3
SYN_EMP_0122,2025-09-04,2025-06-04,2025-06-01,1,Software Engineer,bi_reporting,uk,2.29,2.54
SYN_EMP_0122,2025-09-04,2025-06-04,2025-07-01,2,Software Engineer,bi_reporting,uk,2.05,2.54
SYN_EMP_0122,2025-09-04,2025-06-04,2025-08-01,3,Software Engineer,bi_reporting,uk,1.81,2.54
SYN_EMP_0123,2025-10-04,2025-07-04,2025-07-01,1,Trainee Software Engineer,data_engineering,chennai,2.91,3.05
SYN_EMP_0123,2025-10-04,2025-07-04,2025-08-01,2,Trainee Software Engineer,data_engineering,chennai,2.76,3.05
SYN_EMP_0123,2025-10-04,2025-07-04,2025-09-01,3,Trainee Software Engineer,data_engineering,chennai,2.61,3.05
SYN_EMP_0124,2025-10-14,2025-07-14,2025-07-01,1,Trainee Software Engineer,techops,uk,2.87,3.03
SYN_EMP_0124,2025-10-14,2025-07-14,2025-08-01,2,Trainee Software Engineer,techops,uk,2.72,3.03
SYN_EMP_0124,2025-10-14,2025-07-14,2025-09-01,3,Trainee Software Engineer,techops,uk,2.56,3.03
SYN_EMP_0125,2025-10-17,2025-07-17,2025-07-01,1,Solutions Enabler,data_engineering,uk,2.9,3.08
SYN_EMP_0125,2025-10-17,2025-07-17,2025-08-01,2,Solutions Enabler,data_engineering,uk,2.71,3.08
SYN_EMP_0125,2025-10-17,2025-07-17,2025-09-01,3,Solutions Enabler,data_engineering,uk,2.52,3.08
SYN_EMP_0126,2025-10-10,2025-07-10,2025-07-01,1,Associate Consultant,ai_ml,chennai,2.79,3.02
SYN_EMP_0126,2025-10-10,2025-07-10,2025-08-01,2,Associate Consultant,ai_ml,chennai,2.56,3.02
SYN_EMP_0126,2025-10-10,2025-07-10,2025-09-01,3,Associate Consultant,ai_ml,chennai,2.34,3.02
SYN_EMP_0127,2025-10-22,2025-07-22,2025-07-01,1,Senior Software Engineer,data_engineering,chennai,3.04,3.18
SYN_EMP_0127,2025-10-22,2025-07-22,2025-08-01,2,Senior Software Engineer,data_engineering,chennai,2.9,3.18
SYN_EMP_0127,2025-10-22,2025-07-22,2025-09-01,3,Senior Software Engineer,data_engineering,chennai,2.76,3.18
SYN_EMP_0128,2025-10-19,2025-07-19,2025-07-01,1,Software Engineer,data_engineering,chennai,2.64,2.82
SYN_EMP_0128,2025-10-19,2025-07-19,2025-08-01,2,Software Engineer,data_engineering,chennai,2.45,2.82
SYN_EMP_0128,2025-10-19,2025-07-19,2025-09-01,3,Software Engineer,data_engineering,chennai,2.26,2.82
SYN_EMP_0129,2025-10-18,2025-07-18,2025-07-01,1,Senior Consultant,bi_reporting,uk,2.68,2.88
SYN_EMP_0129,2025-10-18,2025-07-18,2025-08-01,2,Senior Consultant,bi_reporting,uk,2.48,2.88
SYN_EMP_0129,2025-10-18,2025-07-18,2025-09-01,3,Senior Consultant,bi_reporting,uk,2.28,2.88
SYN_EMP_0130,2025-10-20,2025-07-20,2025-07-01,1,Associate Consultant,ai_ml,uk,2.89,3.09
SYN_EMP_0130,2025-10-20,2025-07-20,2025-08-01,2,Associate Consultant,ai_ml,uk,2.7,3.09
SYN_EMP_0130,2025-10-20,2025-07-20,2025-09-01,3,Associate Consultant,ai_ml,uk,2.5,3.09
SYN_EMP_0131,2025-10-02,2025-07-02,2025-07-01,1,Senior Software Engineer,data_engineering,usa,2.7,2.84
SYN_EMP_0131,2025-10-02,2025-07-02,2025-08-01,2,Senior Software Engineer,data_engineering,usa,2.56,2.84
SYN_EMP_0131,2025-10-02,2025-07-02,2025-09-01,3,Senior Software Engineer,data_engineering,usa,2.42,2.84
SYN_EMP_0132,2025-10-11,2025-07-11,2025-07-01,1,Solutions Enabler,ai_ml,chennai,3.14,3.37
SYN_EMP_0132,2025-10-11,2025-07-11,2025-08-01,2,Solutions Enabler,ai_ml,chennai,2.91,3.37
SYN_EMP_0132,2025-10-11,2025-07-11,2025-09-01,3,Solutions Enabler,ai_ml,chennai,2.69,3.37
SYN_EMP_0133,2025-10-10,2025-07-10,2025-07-01,1,Solutions Enabler,bi_reporting,chennai,2.69,2.93
SYN_EMP_0133,2025-10-10,2025-07-10,2025-08-01,2,Solutions Enabler,bi_reporting,chennai,2.46,2.93
SYN_EMP_0133,2025-10-10,2025-07-10,2025-09-01,3,Solutions Enabler,bi_reporting,chennai,2.22,2.93
SYN_EMP_0134,2025-10-01,2025-07-01,2025-07-01,1,Trainee Software Engineer,data_engineering,uk,2.99,3.23
SYN_EMP_0134,2025-10-01,2025-07-01,2025-08-01,2,Trainee Software Engineer,data_engineering,uk,2.75,3.23
SYN_EMP_0134,2025-10-01,2025-07-01,2025-09-01,3,Trainee Software Engineer,data_engineering,uk,2.51,3.23
SYN_EMP_0135,2025-10-04,2025-07-04,2025-07-01,1,Trainee Software Engineer,ai_ml,chennai,2.75,2.88
SYN_EMP_0135,2025-10-04,2025-07-04,2025-08-01,2,Trainee Software Engineer,ai_ml,chennai,2.61,2.88
SYN_EMP_0135,2025-10-04,2025-07-04,2025-09-01,3,Trainee Software Engineer,ai_ml,chennai,2.47,2.88
SYN_EMP_0136,2025-10-28,2025-07-28,2025-07-01,1,Trainee Software Engineer,data_engineering,chennai,3.17,3.38
SYN_EMP_0136,2025-10-28,2025-07-28,2025-08-01,2,Trainee Software Engineer,data_engineering,chennai,2.95,3.38
SYN_EMP_0136,2025-10-28,2025-07-28,2025-09-01,3,Trainee Software Engineer,data_engineering,chennai,2.73,3.38
SYN_EMP_0137,2025-10-05,2025-07-05,2025-07-01,1,Manager,ai_ml,chennai,3.11,3.25
SYN_EMP_0137,2025-10-05,2025-07-05,2025-08-01,2,Manager,ai_ml,chennai,2.98,3.25
SYN_EMP_0137,2025-10-05,2025-07-05,2025-09-01,3,Manager,ai_ml,chennai,2.85,3.25
SYN_EMP_0138,2025-10-20,2025-07-20,2025-07-01,1,Trainee Software Engineer,bi_reporting,uk,2.83,3.08
SYN_EMP_0138,2025-10-20,2025-07-20,2025-08-01,2,Trainee Software Engineer,bi_reporting,uk,2.59,3.08
SYN_EMP_0138,2025-10-20,2025-07-20,2025-09-01,3,Trainee Software Engineer,bi_reporting,uk,2.34,3.08
SYN_EMP_0139,2025-11-24,2025-08-24,2025-08-01,1,Trainee Software Engineer,data_engineering,uk,3.08,3.24
SYN_EMP_0139,2025-11-24,2025-08-24,2025-09-01,2,Trainee Software Engineer,data_engineering,uk,2.91,3.24
SYN_EMP_0139,2025-11-24,2025-08-24,2025-10-01,3,Trainee Software Engineer,data_engineering,uk,2.74,3.24
SYN_EMP_0140,2025-11-05,2025-08-05,2025-08-01,1,Senior Software Engineer,data_engineering,chennai,2.6,2.84
SYN_EMP_0140,2025-11-05,2025-08-05,2025-09-01,2,Senior Software Engineer,data_engineering,chennai,2.35,2.84
SYN_EMP_0140,2025-11-05,2025-08-05,2025-10-01,3,Senior Software Engineer,data_engineering,chennai,2.11,2.84
SYN_EMP_0141,2025-11-07,2025-08-07,2025-08-01,1,Senior Software Engineer,bi_reporting,chennai,2.96,3.11
SYN_EMP_0141,2025-11-07,2025-08-07,2025-09-01,2,Senior Software Engineer,bi_reporting,chennai,2.8,3.11
SYN_EMP_0141,2025-11-07,2025-08-07,2025-10-01,3,Senior Software Engineer,bi_reporting,chennai,2.64,3.11
SYN_EMP_0142,2025-11-19,2025-08-19,2025-08-01,1,Solutions Consultant,techops,uk,2.99,3.14
SYN_EMP_0142,2025-11-19,2025-08-19,2025-09-01,2,Solutions Consultant,techops,uk,2.84,3.14
SYN_EMP_0142,2025-11-19,2025-08-19,2025-10-01,3,Solutions Consultant,techops,uk,2.69,3.14
SYN_EMP_0143,2025-11-24,2025-08-24,2025-08-01,1,Trainee Software Engineer,data_engineering,chennai,2.65,2.77
SYN_EMP_0143,2025-11-24,2025-08-24,2025-09-01,2,Trainee Software Engineer,data_engineering,chennai,2.53,2.77
SYN_EMP_0143,2025-11-24,2025-08-24,2025-10-01,3,Trainee Software Engineer,data_engineering,chennai,2.41,2.77
SYN_EMP_0144,2025-11-12,2025-08-12,2025-08-01,1,Associate Consultant,full_stack,chennai,2.97,3.0
SYN_EMP_0144,2025-11-12,2025-08-12,2025-09-01,2,Associate Consultant,full_stack,chennai,2.94,3.0
SYN_EMP_0144,2025-11-12,2025-08-12,2025-10-01,3,Associate Consultant,full_stack,chennai,2.91,3.0
SYN_EMP_0145,2025-11-18,2025-08-18,2025-08-01,1,Senior Software Engineer,data_engineering,chennai,3.07,3.26
SYN_EMP_0145,2025-11-18,2025-08-18,2025-09-01,2,Senior Software Engineer,data_engineering,chennai,2.88,3.26
SYN_EMP_0145,2025-11-18,2025-08-18,2025-10-01,3,Senior Software Engineer,data_engineering,chennai,2.69,3.26
SYN_EMP_0146,2025-11-01,2025-08-01,2025-08-01,1,Associate Consultant,data_engineering,uk,2.66,2.82
SYN_EMP_0146,2025-11-01,2025-08-01,2025-09-01,2,Associate Consultant,data_engineering,uk,2.5,2.82
SYN_EMP_0146,2025-11-01,2025-08-01,2025-10-01,3,Associate Consultant,data_engineering,uk,2.34,2.82
SYN_EMP_0147,2025-12-09,2025-09-09,2025-09-01,1,Software Engineer,bi_reporting,chennai,2.73,2.98
SYN_EMP_0147,2025-12-09,2025-09-09,2025-10-01,2,Software Engineer,bi_reporting,chennai,2.47,2.98
SYN_EMP_0147,2025-12-09,2025-09-09,2025-11-01,3,Software Engineer,bi_reporting,chennai,2.22,2.98
SYN_EMP_0148,2025-12-19,2025-09-19,2025-09-01,1,Trainee Software Engineer,data_engineering,usa,3.04,3.19
SYN_EMP_0148,2025-12-19,2025-09-19,2025-10-01,2,Trainee Software Engineer,data_engineering,usa,2.89,3.19
SYN_EMP_0148,2025-12-19,2025-09-19,2025-11-01,3,Trainee Software Engineer,data_engineering,usa,2.74,3.19
SYN_EMP_0149,2025-12-21,2025-09-21,2025-09-01,1,Consultant,bi_reporting,uk,2.58,2.82
SYN_EMP_0149,2025-12-21,2025-09-21,2025-10-01,2,Consultant,bi_reporting,uk,2.34,2.82
SYN_EMP_0149,2025-12-21,2025-09-21,2025-11-01,3,Consultant,bi_reporting,uk,2.09,2.82
SYN_EMP_0150,2025-12-10,2025-09-10,2025-09-01,1,Software Engineer,bi_reporting,uk,2.92,3.06
SYN_EMP_0150,2025-12-10,2025-09-10,2025-10-01,2,Software Engineer,bi_reporting,uk,2.77,3.06
SYN_EMP_0150,2025-12-10,2025-09-10,2025-11-01,3,Software Engineer,bi_reporting,uk,2.63,3.06
SYN_EMP_0151,2025-12-04,2025-09-04,2025-09-01,1,Software Engineer,data_engineering,chennai,2.91,3.15
SYN_EMP_0151,2025-12-04,2025-09-04,2025-10-01,2,Software Engineer,data_engineering,chennai,2.68,3.15
SYN_EMP_0151,2025-12-04,2025-09-04,2025-11-01,3,Software Engineer,data_engineering,chennai,2.45,3.15
SYN_EMP_0152,2025-12-28,2025-09-28,2025-09-01,1,Trainee Software Engineer,data_engineering,chennai,2.97,3.22
SYN_EMP_0152,2025-12-28,2025-09-28,2025-10-01,2,Trainee Software Engineer,data_engineering,chennai,2.72,3.22
SYN_EMP_0152,2025-12-28,2025-09-28,2025-11-01,3,Trainee Software Engineer,data_engineering,chennai,2.47,3.22
SYN_EMP_0153,2025-12-05,2025-09-05,2025-09-01,1,Trainee Software Engineer,bi_reporting,chennai,2.47,2.69
SYN_EMP_0153,2025-12-05,2025-09-05,2025-10-01,2,Trainee Software Engineer,bi_reporting,chennai,2.25,2.69
SYN_EMP_0153,2025-12-05,2025-09-05,2025-11-01,3,Trainee Software Engineer,bi_reporting,chennai,2.02,2.69
SYN_EMP_0154,2026-01-20,2025-10-20,2025-10-01,1,Solutions Consultant,techops,chennai,3.07,3.31
SYN_EMP_0154,2026-01-20,2025-10-20,2025-11-01,2,Solutions Consultant,techops,chennai,2.82,3.31
SYN_EMP_0154,2026-01-20,2025-10-20,2025-12-01,3,Solutions Consultant,techops,chennai,2.57,3.31
SYN_EMP_0155,2026-01-05,2025-10-05,2025-10-01,1,Associate Consultant,ai_ml,uk,3.14,3.34
SYN_EMP_0155,2026-01-05,2025-10-05,2025-11-01,2,Associate Consultant,ai_ml,uk,2.94,3.34
SYN_EMP_0155,2026-01-05,2025-10-05,2025-12-01,3,Associate Consultant,ai_ml,uk,2.74,3.34
SYN_EMP_0156,2026-01-18,2025-10-18,2025-10-01,1,Senior Software Engineer,data_engineering,chennai,3.0,3.17
SYN_EMP_0156,2026-01-18,2025-10-18,2025-11-01,2,Senior Software Engineer,data_engineering,chennai,2.84,3.17
SYN_EMP_0156,2026-01-18,2025-10-18,2025-12-01,3,Senior Software Engineer,data_engineering,chennai,2.67,3.17
SYN_EMP_0157,2026-01-03,2025-10-03,2025-10-01,1,Trainee Software Engineer,ai_ml,chennai,2.99,3.23
SYN_EMP_0157,2026-01-03,2025-10-03,2025-11-01,2,Trainee Software Engineer,ai_ml,chennai,2.76,3.23
SYN_EMP_0157,2026-01-03,2025-10-03,2025-12-01,3,Trainee Software Engineer,ai_ml,chennai,2.52,3.23
SYN_EMP_0158,2026-01-03,2025-10-03,2025-10-01,1,Senior Software Engineer,bi_reporting,uk,3.28,3.35
SYN_EMP_0158,2026-01-03,2025-10-03,2025-11-01,2,Senior Software Engineer,bi_reporting,uk,3.21,3.35
SYN_EMP_0158,2026-01-03,2025-10-03,2025-12-01,3,Senior Software Engineer,bi_reporting,uk,3.14,3.35
SYN_EMP_0159,2026-01-07,2025-10-07,2025-10-01,1,Senior Consultant,ai_ml,chennai,2.42,2.59
SYN_EMP_0159,2026-01-07,2025-10-07,2025-11-01,2,Senior Consultant,ai_ml,chennai,2.25,2.59
SYN_EMP_0159,2026-01-07,2025-10-07,2025-12-01,3,Senior Consultant,ai_ml,chennai,2.08,2.59
SYN_EMP_0160,2026-01-14,2025-10-14,2025-10-01,1,Senior Consultant,data_engineering,chennai,2.95,3.2
SYN_EMP_0160,2026-01-14,2025-10-14,2025-11-01,2,Senior Consultant,data_engineering,chennai,2.69,3.2
SYN_EMP_0160,2026-01-14,2025-10-14,2025-12-01,3,Senior Consultant,data_engineering,chennai,2.44,3.2
SYN_EMP_0161,2026-01-06,2025-10-06,2025-10-01,1,Solutions Enabler,data_engineering,uk,2.77,2.93
SYN_EMP_0161,2026-01-06,2025-10-06,2025-11-01,2,Solutions Enabler,data_engineering,uk,2.62,2.93
SYN_EMP_0161,2026-01-06,2025-10-06,2025-12-01,3,Solutions Enabler,data_engineering,uk,2.46,2.93
SYN_EMP_0162,2026-02-01,2025-11-01,2025-11-01,1,Solutions Enabler,data_engineering,chennai,2.63,2.76
SYN_EMP_0162,2026-02-01,2025-11-01,2025-12-01,2,Solutions Enabler,data_engineering,chennai,2.51,2.76
SYN_EMP_0162,2026-02-01,2025-11-01,2026-01-01,3,Solutions Enabler,data_engineering,chennai,2.38,2.76
SYN_EMP_0163,2026-02-03,2025-11-03,2025-11-01,1,Senior Software Engineer,data_engineering,chennai,2.91,3.13
SYN_EMP_0163,2026-02-03,2025-11-03,2025-12-01,2,Senior Software Engineer,data_engineering,chennai,2.68,3.13
SYN_EMP_0163,2026-02-03,2025-11-03,2026-01-01,3,Senior Software Engineer,data_engineering,chennai,2.46,3.13
SYN_EMP_0164,2026-02-03,2025-11-03,2025-11-01,1,Solutions Enabler,full_stack,chennai,3.15,3.34
SYN_EMP_0164,2026-02-03,2025-11-03,2025-12-01,2,Solutions Enabler,full_stack,chennai,2.97,3.34
SYN_EMP_0164,2026-02-03,2025-11-03,2026-01-01,3,Solutions Enabler,full_stack,chennai,2.78,3.34
SYN_EMP_0165,2026-02-17,2025-11-17,2025-11-01,1,Senior Consultant,data_engineering,chennai,2.79,2.89
SYN_EMP_0165,2026-02-17,2025-11-17,2025-12-01,2,Senior Consultant,data_engineering,chennai,2.69,2.89
SYN_EMP_0165,2026-02-17,2025-11-17,2026-01-01,3,Senior Consultant,data_engineering,chennai,2.58,2.89
SYN_EMP_0166,2026-02-07,2025-11-07,2025-11-01,1,Senior Software Engineer,bi_reporting,uk,2.61,2.78
SYN_EMP_0166,2026-02-07,2025-11-07,2025-12-01,2,Senior Software Engineer,bi_reporting,uk,2.44,2.78
SYN_EMP_0166,2026-02-07,2025-11-07,2026-01-01,3,Senior Software Engineer,bi_reporting,uk,2.28,2.78
SYN_EMP_0167,2026-02-06,2025-11-06,2025-11-01,1,Solutions Consultant,data_engineering,chennai,2.84,3.04
SYN_EMP_0167,2026-02-06,2025-11-06,2025-12-01,2,Solutions Consultant,data_engineering,chennai,2.64,3.04
SYN_EMP_0167,2026-02-06,2025-11-06,2026-01-01,3,Solutions Consultant,data_engineering,chennai,2.44,3.04
SYN_EMP_0168,2026-02-10,2025-11-10,2025-11-01,1,Solutions Consultant,bi_reporting,uk,2.8,3.01
SYN_EMP_0168,2026-02-10,2025-11-10,2025-12-01,2,Solutions Consultant,bi_reporting,uk,2.6,3.01
SYN_EMP_0168,2026-02-10,2025-11-10,2026-01-01,3,Solutions Consultant,bi_reporting,uk,2.4,3.01
SYN_EMP_0169,2026-02-15,2025-11-15,2025-11-01,1,Trainee Software Engineer,data_engineering,chennai,2.66,2.86
SYN_EMP_0169,2026-02-15,2025-11-15,2025-12-01,2,Trainee Software Engineer,data_engineering,chennai,2.45,2.86
SYN_EMP_0169,2026-02-15,2025-11-15,2026-01-01,3,Trainee Software Engineer,data_engineering,chennai,2.25,2.86
SYN_EMP_0170,2026-03-04,2025-12-04,2025-12-01,1,Software Engineer,ai_ml,chennai,3.16,3.38
SYN_EMP_0170,2026-03-04,2025-12-04,2026-01-01,2,Software Engineer,ai_ml,chennai,2.94,3.38
SYN_EMP_0170,2026-03-04,2025-12-04,2026-02-01,3,Software Engineer,ai_ml,chennai,2.72,3.38
SYN_EMP_0171,2026-03-08,2025-12-08,2025-12-01,1,Solutions Enabler,data_engineering,chennai,2.6,2.79
SYN_EMP_0171,2026-03-08,2025-12-08,2026-01-01,2,Solutions Enabler,data_engineering,chennai,2.4,2.79
